Income,CreditScore,LoanAmount,Approved
61674,660,24906,0
111179,496,12194,0
66320,633,34326,0
142617,714,14415,0
48694,736,11000,0
89346,665,45292,0
43623,557,13080,0
181972,766,37183,1
139826,736,18304,1
88054,628,46402,0
71205,654,20481,0
53181,624,27231,0
84514,632,11732,0
66171,654,6576,0
100870,725,22303,1
87255,674,31444,0
37693,617,14780,0
48254,561,20796,0
64585,689,23719,0
89442,596,22169,0
21794,681,11911,0
127478,775,23149,1
57597,729,20041,0
74198,599,11449,0
49406,607,14353,0
68392,699,39528,0
55253,668,11211,0
56297,661,17498,0
41240,621,5745,0
52841,735,17060,0
112987,604,13460,0
42487,499,21212,0
65995,650,16739,0
76459,634,19888,0
94431,652,20292,0
44525,739,27388,0
94148,558,45676,0
57635,850,5821,0
37293,681,13267,0
63083,693,9652,1
46621,685,9645,0
95527,779,41541,1
85801,767,34409,1
107773,672,39293,1
52072,640,24633,1
45005,808,10475,1
77684,553,32585,0
117471,658,31278,1
90930,630,11541,0
170534,686,76258,1
59089,655,5444,1
46800,658,17785,0
81273,676,11973,1
48777,710,8469,1
102469,627,43504,1
145006,538,20180,0
40013,475,16414,0
52524,709,23820,0
27627,547,5433,0
175529,531,86957,0
48519,695,16126,0
56296,731,34619,0
58943,638,26001,0
33336,732,5289,0
67747,758,6260,1
42695,703,12690,1
77718,729,27691,1
71322,710,17638,0
28456,661,10352,0
42032,560,8253,0
86455,639,9818,0
146663,568,35937,1
132192,632,75111,0
54886,644,20840,0
80810,743,22819,0
133343,661,35946,1
35169,630,4882,0
88911,615,51062,0
180634,659,19855,1
66088,637,26508,0
51958,661,29253,0
140951,525,48745,0
66033,644,28711,0
94493,693,50589,0
42545,729,10253,0
96793,681,30408,0
50595,736,8857,1
63221,704,33860,0
45585,679,8325,0
49606,682,25877,0
103879,731,61623,0
56937,801,13391,0
81986,727,13696,1
58471,697,16312,1
79457,656,46381,1
105903,552,55036,0
98197,596,55741,0
67602,653,19478,0
85300,734,46282,0
76678,751,37744,1
169226,638,18927,1
70111,532,12421,0
27393,607,9524,0
47638,553,12876,0
39281,556,20423,0
51069,658,17953,0
96420,636,53980,0
59419,616,33682,0
23638,610,11661,0
47883,700,17639,0
72602,634,32033,0
58293,714,35418,0
66787,684,10409,0
21167,766,2375,1
81261,747,29814,1
31416,592,2953,1
72978,552,39305,0
127785,595,55949,0
33318,738,12271,0
91867,564,27602,0
64453,747,25679,0
41692,548,10439,0
66731,701,11754,1
40491,717,8750,0
44875,704,18071,0
102220,645,19078,0
37809,581,15224,0
64515,691,10656,0
101410,682,20405,0
24617,757,10916,0
173178,708,41121,1
51753,756,31891,0
43019,633,3877,0
53709,641,24173,0
44160,723,21812,0
73516,612,23160,0
189215,638,34861,1
29911,639,14104,0
42530,651,19009,0
44732,512,7944,0
45020,626,21060,0
78434,642,43828,1
51614,678,9566,0
58282,634,31800,0
45046,652,4857,0
66077,709,23225,0
79573,656,29829,0
78262,740,40419,0
20000,592,7449,0
82219,721,42886,0
32160,714,8088,0
29718,669,5790,0
59772,640,24783,0
60595,551,8225,0
77833,584,27203,0
66868,452,7151,0
72698,668,25611,0
50536,616,17826,0
107373,649,55879,0
27612,652,5063,0
50838,462,5986,0
74083,691,17807,0
70041,543,17987,0
48238,726,21403,0
100047,568,12078,0
74322,607,6500,1
71443,724,42432,0
139084,772,83168,0
59760,713,10124,0
49984,697,24158,0
125387,581,19687,0
68445,640,9483,0
126449,551,69904,0
58401,515,7138,0
67930,592,35367,0
27596,577,10852,0
157829,694,28768,1
117034,628,38758,0
39711,672,9223,0
77317,680,34031,0
99842,581,34653,0
55085,617,7060,1
41662,570,11508,0
67954,693,14944,0
60308,621,23351,0
24872,642,9011,0
59642,621,5912,0
94220,800,47097,0
147905,584,43164,0
96253,668,53205,0
81939,785,11083,1
71342,816,31234,1
143786,689,75520,0
74599,624,21347,0
29178,637,8189,0
53637,669,31467,0
62863,613,15201,0
76682,497,34339,0
44568,572,20106,0
66537,630,36843,0
79222,667,33110,1
57679,575,18557,0
75411,716,43657,0
29187,677,4750,1
47643,732,14118,1
69269,765,25842,0
122907,616,68368,1
43416,661,8766,1
66212,593,36476,0
53630,685,8822,0
97008,644,43655,0
36749,774,19274,0
123213,670,61009,0
106657,764,57680,0
72504,608,9513,1
35001,769,20981,0
123432,541,65794,0
69072,648,16729,0
51924,668,16019,0
50085,525,14539,0
109875,686,49365,0
87209,687,21615,0
42570,637,13548,0
68619,675,6862,1
48570,665,8818,0
59653,772,17736,1
69735,600,22884,1
74394,754,25600,1
144092,635,38170,1
43695,577,6459,1
73674,714,42827,0
73227,551,33899,0
107750,523,27737,0
82068,569,43398,0
78562,514,31088,0
49208,668,11204,0
58798,696,7993,0
162032,579,36995,1
75738,643,20008,0
60495,556,20186,0
106945,500,57285,0
41456,754,16887,0
45909,702,7105,0
69532,643,38055,0
47088,696,17730,0
60828,602,11231,1
45340,569,19439,0
57215,669,34079,0
116004,641,67639,0
121450,606,17728,0
66295,566,30500,0
44322,630,21212,0
32225,484,8805,0
39559,440,9123,0
46792,694,12352,0
68627,624,23542,0
106147,810,20599,1
58100,763,22741,1
76771,661,31017,0
37647,722,10059,0
72425,529,11427,0
64927,775,38384,0
91142,625,30185,0
61072,587,19161,0
22541,604,10455,0
40861,673,15767,0
112129,756,58265,1
35449,623,3222,0
88170,663,10984,1
41895,635,23808,0
47911,737,8294,1
67066,634,32503,0
151937,792,95597,0
69015,667,40470,0
87791,574,31384,0
44505,720,26830,0
59681,671,10706,1
74991,695,26363,0
77439,586,20067,0
61595,542,27276,0
43840,810,20478,1
157057,760,86061,1
121451,602,51047,0
83337,725,10228,0
68754,473,20823,0
59049,679,33029,0
59132,604,10758,0
139876,651,74462,0
53743,691,14016,0
88009,608,18583,0
46947,712,19597,0
47582,683,10345,0
27907,655,10876,1
111701,738,54413,0
54025,602,5218,0
91076,603,46295,1
139031,585,24864,0
142031,716,26546,1
39900,610,4185,0
49525,766,30366,0
94598,694,49363,0
42135,541,7961,0
77732,668,22371,0
54148,709,33003,0
56288,701,30037,0
61084,662,22971,0
31014,674,14719,0
44155,535,13679,0
84631,697,24647,0
61764,602,11266,0
60219,664,31606,0
87875,714,34962,0
39558,620,3955,0
35333,613,12163,0
80231,775,37794,0
45831,724,8504,0
59642,657,10804,0
48365,685,17203,0
101217,811,23406,1
65028,615,34894,0
134121,671,66605,0
73561,659,7464,1
62225,545,17992,0
65772,625,5908,1
97581,690,25121,1
184476,818,107173,1
62888,613,32161,0
90078,618,37132,0
119026,648,47615,0
126791,583,50901,0
75916,768,20989,1
71981,654,33228,0
135317,733,55000,0
57793,589,31724,0
46135,694,10381,1
45719,589,18059,0
36344,724,16313,0
48420,536,23594,0
57562,716,5796,1
102063,640,53440,0
50503,637,17343,0
121604,599,62737,0
70278,634,28368,0
66489,768,36882,0
60192,684,9545,0
125471,733,68916,1
25480,594,7315,0
69890,713,18524,1
66590,630,26235,0
44938,505,11553,0
31948,657,7310,0
94467,560,13816,0
58759,655,18239,0
72965,717,36493,0
55813,502,17404,0
81716,640,38751,0
94769,563,24575,0
28274,652,4106,1
49441,639,10365,0
71183,513,7661,0
52937,744,13547,0
34776,640,19037,0
38225,681,18808,0
64326,741,18261,1
94586,640,9056,1
135751,772,62369,1
49871,730,11760,0
40296,719,11309,0
91916,601,45040,0
56912,603,31801,0
97531,700,34389,0
91184,590,7892,0
79966,523,8240,0
62933,648,15841,0
55158,581,20091,0
95340,580,43707,0
81320,465,38456,0
71914,622,6941,1
40087,554,5014,0
60222,618,23272,0
77823,670,16405,0
77116,745,30012,0
31039,742,12958,0
69130,622,19963,0
48481,629,7370,1
42560,793,6120,1
89064,634,39948,0
60936,708,29769,0
107598,599,40197,0
67960,672,24988,0
94716,591,32105,0
51671,624,29573,0
80101,675,24893,0
31843,588,2791,1
41287,658,23194,0
56067,505,30131,0
28743,530,10981,0
68597,485,33494,0
41910,594,23522,0
32504,629,10716,0
120522,609,13142,1
47383,728,21413,0
35672,593,14532,0
39522,557,12664,0
28182,701,13450,0
50740,705,20390,0
59683,580,8006,0
25030,665,12348,0
138637,572,17997,0
38859,679,15979,1
113493,665,29474,1
43721,645,23062,0
51899,669,19393,0
62927,694,28662,0
149469,642,33703,1
118829,628,14642,0
37347,672,8345,0
140324,672,67145,0
72867,660,12950,0
20000,661,9865,0
121785,672,64539,0
55603,711,25846,1
70902,682,20824,0
28197,624,5198,0
47980,693,11254,1
43490,641,21157,0
59448,679,11325,1
58622,613,19669,0
39390,629,12299,0
41278,687,16999,0
34739,646,18512,0
218667,659,94809,1
63910,734,8329,1
28540,651,3765,0
132347,724,37279,0
70028,464,27217,0
76203,530,31084,0
106361,627,34026,1
61014,672,21759,1
48533,678,10828,0
117229,601,42681,1
53401,537,16946,0
29553,677,8103,0
48373,720,22325,0
48881,654,24453,0
46618,646,14519,0
53776,679,24002,0
73651,588,34881,0
155384,572,46272,0
68245,616,9394,0
62169,581,27347,0
85847,597,39142,0
38505,559,4668,0
83981,756,39950,1
49668,750,26178,0
37769,668,17082,0
55352,696,23915,0
70647,579,20321,0
88678,529,24107,0
115292,582,55186,1
71605,731,7439,1
100416,558,48279,0
40946,526,4541,0
26230,590,10675,0
30143,594,9286,0
59314,550,19037,0
32088,552,13797,0
64427,699,16317,0
42734,560,20143,0
35248,439,15773,0
56865,778,34054,0
152280,587,70408,0
57630,601,25876,0
87227,712,29322,1
46570,738,19207,0
77215,639,27354,0
79131,651,12567,1
43348,603,18425,0
56749,731,8461,1
56031,760,10814,1
77417,763,27013,1
51756,709,8178,0
90456,658,22989,0
48478,717,21493,0
104180,613,37438,0
126547,649,29370,1
59632,670,22793,1
81681,684,21253,0
109722,630,55440,0
114537,768,30059,0
87267,506,10023,0
52177,666,12999,0
65481,711,17855,0
32507,678,11426,0
36050,700,9779,0
96653,585,17320,1
83573,702,42428,0
51868,451,21432,0
26798,761,2676,1
62414,694,20799,0
31125,749,2851,0
103722,787,59231,0
250000,617,40266,0
74068,610,22549,0
47070,544,6026,0
64822,648,15335,0
121702,734,21360,1
95546,521,21956,0
55218,559,8950,0
68604,725,36372,1
57208,660,31431,0
91984,723,41388,0
247500,743,124296,1
49309,681,10886,0
44051,688,18244,0
57310,626,6033,0
56116,754,32368,0
31317,713,9909,0
85378,554,39390,0
124939,800,41807,1
104233,558,43429,0
115423,621,19468,0
142475,699,54749,0
53225,687,7689,1
53833,664,28049,0
33621,685,18345,0
78322,629,30748,0
116507,711,32515,1
31683,477,11039,0
29765,691,7642,0
38385,761,15407,0
47901,619,19554,0
55064,711,30149,0
96116,696,17585,1
20000,619,4087,0
20000,655,9383,0
45985,692,15310,1
112975,519,47383,0
88300,572,34392,0
59188,600,18531,1
82989,707,13163,1
74860,585,16777,0
240141,630,102666,0
129351,671,43794,0
47655,718,8825,1
110242,639,54172,0
71135,766,23177,0
128617,850,54488,1
37627,726,19137,0
44189,707,8336,0
69458,804,34695,1
20000,671,9632,0
67711,625,8437,0
70037,636,8793,1
33582,637,16554,0
63972,582,22558,0
133048,594,62425,0
97024,564,31325,0
48880,664,24404,0
49081,825,27135,0
83999,726,33324,0
56347,792,14303,1
31517,746,18375,1
75413,729,20413,0
59299,587,32032,0
47282,731,21793,0
98412,671,44186,0
88108,645,35588,0
68592,631,17901,0
109585,527,52337,0
50892,512,5667,0
90570,652,53067,0
35446,664,13545,0
109182,520,34528,1
81431,763,37137,0
36622,615,8584,0
31400,677,12942,0
53091,645,9655,0
42340,485,3485,0
106752,673,44433,0
32812,636,3504,0
49988,687,6075,0
53762,647,8208,0
76541,552,14620,0
42493,636,5424,0
137647,613,65904,0
75315,766,26840,0
60234,572,6771,0
63111,675,8210,0
43871,551,16782,0
46833,719,18610,0
88890,667,30784,0
110952,675,16105,1
86501,603,48531,0
143394,752,74032,1
63865,676,16403,1
81641,585,32922,0
122419,634,57310,0
57471,642,16749,0
39067,667,12511,0
29972,585,7532,0
47257,743,11379,0
83624,622,28851,0
112656,566,43961,0
91383,721,52613,1
86579,736,42668,1
45778,556,11709,0
50351,716,17244,0
50215,688,11975,0
43026,640,13806,1
57170,655,18313,1
51401,694,25423,1
48868,594,16682,0
151222,705,33585,0
114304,634,55274,0
58234,630,26427,0
70182,674,22873,0
66555,613,36269,0
37612,706,8184,0
85128,642,40895,0
58141,660,12265,1
85500,627,38227,0
63418,725,28689,1
74504,469,9847,0
38838,758,22319,0
75149,743,38151,0
78103,602,41993,0
57089,587,12073,1
82729,668,36070,0
90297,619,21509,0
51904,507,11966,0
59575,619,23923,0
67369,545,26344,0
48023,561,8372,0
98148,535,51606,0
144636,642,24793,1
64782,539,7879,0
94318,652,45638,0
106696,628,35176,0
69626,764,28390,1
48587,659,18188,0
111168,653,40233,1
91683,697,31694,0
106983,523,51649,0
52041,660,26833,1
42972,662,21384,0
43028,717,16775,0
30616,694,6701,1
70521,723,39431,1
63566,734,28796,0
45943,618,19329,0
70877,606,28010,0
102997,727,40369,1
115224,618,54516,0
135762,640,65910,0
87484,583,33604,0
25967,637,13567,0
61687,564,11770,0
103260,701,60889,0
75284,658,21268,0
101184,759,62391,0
106321,671,29133,1
68515,684,6559,1
23648,668,4002,0
93220,613,44284,0
34024,710,10485,0
52118,679,10350,0
57411,763,9371,1
106525,816,17104,1
54156,741,26672,1
34422,648,11998,0
83574,850,53804,0
24769,797,8779,1
72246,717,8927,1
118064,507,58549,0
37683,680,7019,0
65916,694,29345,0
150357,644,52551,0
56817,686,22077,0
52804,637,20247,0
51514,703,6579,1
99227,663,40031,0
39004,695,3714,0
66386,658,20318,1
245289,639,138216,0
44681,653,4383,0
76865,597,35718,0
80443,577,45053,0
69306,618,34247,0
108082,704,44554,0
45831,588,15811,0
82488,679,20250,0
40474,656,4427,0
47652,584,6377,0
51700,607,26126,0
111748,795,69684,0
129798,706,46043,0
136048,595,40923,0
42376,551,23098,0
36734,692,7714,0
85437,668,10566,1
104805,733,15509,0
46451,608,24299,0
126900,644,11782,1
47713,587,5523,0
60761,610,22434,0
82780,546,45444,0
45556,769,4846,0
60855,533,8147,0
78915,589,36270,0
88199,637,49594,1
99345,631,49096,0
98730,628,33692,0
102902,618,53962,0
31420,672,10735,0
42350,656,8782,0
42721,636,24822,0
49490,541,14187,0
130062,585,55024,0
83270,710,23690,0
57945,627,19298,1
38835,740,21710,0
32217,580,5345,0
42029,596,5176,1
48561,747,17979,0
68331,546,20405,0
27799,501,8346,0
91738,732,43861,0
83290,627,31451,0
112455,725,32026,0
63040,609,30539,0
155318,579,41637,0
63418,614,20976,0
46289,635,17494,0
38605,626,13232,0
75097,752,46830,0
52468,690,23213,0
83750,719,34176,0
73964,660,35837,0
40407,741,24270,0
95143,680,42306,0
90000,661,45262,0
95648,719,33732,1
66724,659,10269,1
41842,617,12043,0
45813,700,26730,0
35569,565,13970,0
42460,609,17279,0
162150,545,70126,0
45369,596,15590,0
113784,687,46019,0
80048,661,41878,0
49023,637,8980,0
88321,606,13340,0
57607,731,18396,0
120200,632,13690,0
123816,642,62558,0
123729,500,15405,1
190185,586,74178,0
86772,576,41681,0
87346,658,24818,0
22745,668,8946,0
51249,621,14055,0
75330,768,18154,1
76364,745,28359,1
228325,615,26096,0
66835,673,15378,1
82913,642,14741,1
193099,528,17580,1
77336,597,10061,0
47962,584,6957,0
61541,485,18466,0
47617,575,14820,0
47526,681,6758,0
59949,694,12014,0
80733,614,17387,0
74621,646,30282,0
59245,797,33283,0
139110,492,62455,0
87513,646,34036,0
34247,727,5746,1
77622,716,38949,0
74925,639,36028,0
196902,696,90955,1
51598,529,13583,0
49799,745,25153,0
60639,719,36623,0
78541,742,13382,0
116889,584,35789,1
177880,650,97782,0
49667,807,9815,0
127798,708,55707,1
113558,641,64212,0
98396,572,25544,0
62733,620,6152,1
124085,728,25556,0
95266,681,28533,0
25546,527,2809,0
59636,697,11566,0
192345,695,68191,1
50773,563,12895,0
51810,757,5889,0
49710,648,18514,0
51304,607,7811,1
49137,742,26371,0
74881,598,20735,1
60660,708,6848,1
84731,783,35054,1
41874,572,7257,0
74128,843,10712,0
108432,634,52822,0
128430,644,23766,1
70172,714,17049,0
59622,850,7415,0
65422,480,16238,0
70710,775,32722,1
44540,712,12251,0
67256,745,12572,0
57019,669,21391,0
39442,580,18771,0
75252,686,27533,0
88650,582,9654,0
63013,624,25282,0
122320,601,16501,1
105163,640,37794,0
104302,577,33827,0
142369,587,76896,0
128675,474,47657,0
51911,545,14414,0
77632,702,41167,0
35306,714,13205,1
70107,581,21666,0
126129,663,72783,0
118129,601,45113,0
35914,755,6744,1
34371,722,9650,1
100552,699,44655,0
67972,555,21190,0
31645,607,15609,0
57664,672,29994,0
81944,600,29887,0
31360,593,17841,0
113614,545,20561,0
67031,809,14384,0
119546,630,27092,0
61435,671,19927,0
62290,774,36289,0
102241,802,38769,0
73890,626,29809,0
50273,766,22656,1
51024,638,22173,0
43552,605,11853,0
73689,677,10152,1
54996,695,19909,0
64697,650,20098,1
56312,619,19710,0
52766,497,22356,0
33625,643,7919,0
38891,618,14976,0
37943,688,9584,0
65108,606,19719,0
64771,817,22335,1
97891,613,39613,0
134795,403,29579,0
39929,738,7067,1
31530,654,11452,0
25124,683,6861,1
46760,628,8508,0
73079,659,17966,1
59806,670,13528,0
149013,542,31061,0
99927,677,31012,0
59369,625,33191,0
103028,613,42191,1
81612,699,48817,0
130297,677,18022,0
52456,672,16322,0
71732,577,15161,0
32130,529,9324,0
111051,595,52470,0
46374,767,13007,1
48476,653,14951,0
54893,712,15022,0
88892,734,32670,0
91576,604,28240,0
29222,649,12822,0
73083,665,36647,0
65457,639,11989,0
71404,636,10908,0
70840,710,33032,0
76069,652,34683,0
62289,680,36484,0
49291,648,13916,1
103119,655,19014,1
40989,674,11917,1
49694,627,25676,0
47501,637,10603,0
84440,664,46274,0
52957,639,6571,0
42390,691,10141,0
63470,653,23223,0
33584,619,7820,0
40378,669,23653,0
111971,681,19769,1
58477,577,17273,0
84349,600,33922,0
67880,659,9925,1
89816,553,49156,0
87214,623,15041,0
47663,803,16664,0
44661,660,20260,0
97915,678,32552,0
97784,675,10890,0
41329,694,12529,0
101477,663,50486,0
49723,661,27336,0
91760,667,50612,0
76306,629,19315,0
93889,736,13562,0
55236,700,33296,0
83330,695,47387,0
73349,645,12642,0
97720,622,15079,1
61931,560,16284,0
65358,676,7952,1
87941,655,25013,0
42786,653,23503,0
27412,795,15209,0
97200,586,30209,0
96898,668,16820,1
50801,552,18600,0
98917,600,29266,0
78488,614,17149,0
21504,689,8209,0
34242,642,12044,0
85046,497,44213,0
47128,486,4018,0
49904,683,21382,0
93708,663,45481,0
54888,660,18705,0
72369,604,11630,0
27243,681,13065,0
31088,637,13252,0
96090,573,18203,0
23424,671,13042,0
31762,583,11087,0
60024,630,19796,0
48029,626,15528,0
149210,533,81368,0
58446,601,29859,0
68466,700,24426,0
61760,670,13625,1
68962,679,25975,0
95585,680,42425,0
79418,792,23675,1
45094,596,5294,1
61163,638,9521,0
49811,739,15278,1
76339,666,13590,1
48484,689,25025,0
75837,799,9828,1
105265,762,65802,1
42770,607,14696,0
47338,693,14688,0
94077,678,30930,0
46126,634,20618,0
21455,667,11183,0
114155,569,28890,0
71570,650,10141,1
94245,842,27970,1
31005,585,6091,1
93805,618,16812,1
171998,681,101879,0
77389,759,38090,1
36002,691,17958,1
55179,654,13665,0
85191,684,14346,0
111364,572,24411,0
82901,726,43921,0
51416,737,12324,1
50341,672,5240,1
65460,690,21364,1
57736,630,20985,0
123992,850,62137,0
44055,720,20715,0
71438,628,35075,0
51770,649,10655,0
56307,716,9630,0
115702,578,23781,0
101504,652,32799,0
120181,731,34671,0
107155,731,52298,0
30138,637,4499,0
55433,669,18478,0
107456,632,11422,1
59663,795,15298,0
70226,637,37082,0
55083,620,14062,0
116374,625,17093,0
50733,606,16749,0
38824,561,9599,0
41599,638,20950,0
37163,558,8356,1
49670,614,19838,0
99952,637,53842,0
72914,615,12891,1
65867,628,9796,0
78694,633,28975,0
128906,659,49001,0
68064,497,31124,0
37253,661,12569,1
84592,718,46379,0
44535,622,9288,0
43236,638,19235,1
64239,730,25135,0
58334,714,26021,1
68750,661,20594,1
43381,724,11839,0
76921,578,33473,0
73339,671,8801,0
79949,647,7592,0
47657,566,20083,0
82869,649,35648,0
52770,584,7315,0
150813,637,63108,0
77746,584,41442,0
34585,541,6186,0
57931,568,22817,0
54091,700,16409,0
70935,675,6547,1
93633,627,35921,0
55192,541,22350,0
44495,620,6530,0
109529,531,31915,0
72302,695,15709,1
65150,527,19071,0
128713,621,65343,0
67301,704,18411,0
75906,489,37368,0
73320,642,21481,0
31795,591,9036,0
235710,688,137198,0
95418,708,41142,0
84692,557,42748,0
72596,639,13088,0
165532,780,44053,1
97313,555,18886,0
97421,723,26143,0
95327,711,25742,1
61608,689,35476,0
102045,667,48175,0
59332,461,7629,0
26996,722,10391,0
68438,664,40548,0
70880,691,33991,0
44350,635,13271,0
75219,664,44248,0
84132,562,34846,0
78015,699,41154,0
64437,515,12877,0
47909,556,4011,0
57226,725,21182,0
36040,653,12247,0
50863,560,27621,0
39095,692,13446,0
56497,693,5385,1
54224,597,24858,1
118160,771,44010,0
46510,653,11258,0
46711,596,16930,0
72463,622,9971,0
113102,628,13389,1
56943,593,22883,0
57811,560,7085,0
75523,612,34175,0
35316,700,4277,1
74170,643,33475,0
85867,550,29014,0
57767,662,23553,0
113050,634,62561,0
70623,624,28842,1
44255,759,9717,0
69466,569,20602,1
56292,570,18384,0
62874,639,15618,0
86037,679,43371,0
35356,513,10866,0
112343,695,45184,0
113459,632,38126,0
30483,657,2827,0
54069,550,20864,0
81159,661,14217,1
93344,678,35711,0
50169,721,24666,0
28402,691,16917,0
106368,567,57023,0
88433,653,12615,0
63436,615,12604,0
35384,632,20533,0
36430,726,19884,0
27284,798,5889,1
78609,643,25855,0
60385,562,30880,0
175915,562,79661,0
38462,681,18554,0
54188,623,28250,0
61923,688,11575,0
88937,638,14977,1
192296,670,27500,1
116526,676,52824,0
108009,824,25301,1
59003,575,26216,0
60357,698,9172,0
36425,647,8263,0
79330,702,28063,0
91023,638,18721,0
65125,632,23043,0
69273,670,38616,0
103152,658,56699,0
60864,700,26476,0
83523,718,11849,0
65660,629,26953,1
22919,589,3818,0
102768,718,24924,0
50412,614,25955,0
38369,566,18772,0
34964,614,10990,0
49138,600,13627,0
95483,731,46137,0
50242,672,27221,0
64954,596,37055,0
75590,591,42935,0
48471,453,24632,0
55650,740,7170,0
67557,522,35300,0
104067,536,45693,0
61307,635,28113,0
85512,522,22298,1
60984,696,26227,0
127866,686,71061,0
55596,724,19365,0
49953,661,27888,0
25632,701,14208,0
70791,618,31959,0
117444,596,19438,0
37124,601,19997,0
58619,649,32500,0
99535,718,13093,1
88845,647,32781,0
68230,622,31256,0
85123,502,33288,0
67769,642,33515,0
59941,714,7129,0
105292,669,21576,0
49719,772,14397,0
46191,622,13000,0
65408,808,40361,0
107836,698,31492,1
77961,719,37958,0
34940,750,7929,1
73790,698,8304,1
85100,562,34212,0
78330,714,29814,0
63012,661,7341,1
50292,601,6830,1
47629,626,13367,0
65287,721,28966,0
47244,626,10527,0
40843,634,20834,0
52454,523,17816,0
39801,676,10714,0
130545,754,52818,1
45482,656,4336,0
89088,613,50278,0
84090,481,42172,0
89900,582,24820,0
62679,698,13609,1
57608,568,21554,0
68188,660,27470,0
47364,700,22393,0
55052,583,9357,0
20000,634,2629,0
103760,634,25870,0
60449,569,12930,0
80277,570,29816,0
51000,696,16402,0
113363,650,21479,0
80327,719,31650,0
68838,640,29141,0
44306,685,10218,1
60571,669,26402,0
65934,680,32890,0
30384,587,9976,0
58801,611,6961,1
67920,817,22198,0
45715,647,11456,0
68195,668,11692,0
74314,508,24164,0
75866,745,32112,0
75573,623,33340,0
93120,644,45146,0
95694,624,33244,0
56106,612,25482,0
33884,652,17405,0
84396,665,9245,1
89351,580,38722,0
95324,736,38113,0
24417,646,8272,0
85742,601,18367,0
95454,665,44236,1
63792,560,31884,0
32311,706,11428,0
155455,833,35936,1
95709,578,52852,0
29729,537,12074,0
42139,578,17998,1
79308,755,18154,0
42536,599,20038,0
57854,580,18187,0
130080,653,57609,0
37946,646,11082,0
60341,584,22734,1
46940,590,20302,0
104901,587,15989,0
52646,503,18045,0
50385,472,23993,0
45270,587,23323,0
94328,706,29780,1
76856,621,7732,0
59499,537,11967,0
111704,684,55339,0
151535,672,42886,1
108100,705,45313,1
86188,651,37472,0
69340,657,39898,0
118221,695,51144,0
96532,669,24764,1
40340,646,19817,0
69431,614,19835,0
111839,713,67385,1
55695,668,8427,1
144678,591,70925,0
69224,731,26758,0
95376,805,31563,1
77193,609,24788,0
85631,709,38652,0
92564,691,24131,1
128052,610,23201,0
66552,850,22271,1
47221,746,23491,0
75765,719,43189,0
23067,744,3656,0
55927,440,4261,0
77600,637,34582,1
69153,665,36932,0
27934,556,14876,0
125533,680,36851,1
106331,678,9728,1
97104,553,48117,0
119621,624,63145,0
46179,630,22559,0
43640,542,4916,0
59146,690,24623,1
106766,656,32433,0
59933,607,25195,0
94518,648,26976,1
54652,549,24703,0
107100,553,28448,0
45389,777,22524,0
113790,719,52890,0
90250,501,28311,0
122478,658,29373,0
80906,641,17888,1
31956,683,14401,0
33446,677,6790,0
44757,679,20605,0
109824,690,15245,1
101412,677,52468,0
64266,579,5696,0
65476,704,16439,0
66454,536,31571,0
62262,523,21329,0
45821,583,12226,0
20000,680,6004,1
58648,700,12366,0
63073,709,13973,0
81174,651,20861,0
113117,581,46392,1
43314,660,20191,0
70079,640,13818,0
50902,729,23286,0
35098,576,17058,0
167907,574,73960,0
74048,691,8488,0
45703,594,14224,0
43875,647,17944,0
139361,652,25226,0
46654,542,24467,0
48876,658,23278,0
46027,565,11223,0
66984,796,16594,1
53209,747,21353,0
97143,725,17729,0
172488,517,36493,0
104133,568,26908,0
74122,600,23390,0
222511,704,40276,1
29516,550,4486,0
51230,721,23533,0
117335,555,64609,0
71446,524,22897,0
126020,634,15648,1
75526,623,43028,0
76936,753,36326,0
61098,521,6312,0
61208,509,20959,0
85364,665,43459,0
161261,578,57627,0
72782,699,7195,1
72881,526,6821,0
89582,598,21537,0
55100,690,21412,0
57945,699,5539,1
130926,425,37406,0
47147,751,11671,0
53257,525,7426,0
70819,716,23258,0
43645,629,7611,1
96828,713,56455,0
99246,627,32965,0
101313,627,42112,1
96344,653,37444,0
62211,572,10546,0
118328,567,62994,0
75022,643,39837,0
76291,725,33696,0
92889,650,43941,0
54697,604,11137,0
89853,817,26983,1
51801,638,23283,0
64238,848,33640,0
75594,663,32983,0
48631,513,13187,0
57281,769,26834,0
44310,683,16931,0
123096,635,34733,1
38530,552,10310,0
75277,546,11229,0
81473,734,44864,0
39798,681,22063,0
33615,665,6252,0
131513,492,69936,0
73790,741,41449,0
77525,793,30290,1
63354,592,23286,0
20000,720,9070,0
44388,710,20256,0
104686,622,11411,1
27214,674,4160,0
60449,604,12449,0
94372,595,39741,0
33117,716,9450,0
53576,719,32558,0
68542,691,13817,1
169088,611,16326,0
61906,728,27337,0
85852,726,43770,0
67771,805,20326,0
20000,612,10974,0
151742,599,49637,0
79388,609,26951,1
78091,662,28413,0
63355,585,15995,1
87745,813,39819,1
131335,617,49648,0
44888,579,5411,0
72287,574,12671,0
76984,626,19158,0
21130,534,5740,0
148537,694,79214,1
162584,690,23887,0
56157,628,18307,0
117797,635,29040,1
70280,713,39644,1
59814,734,34172,0
49589,664,15658,0
60554,529,13809,0
70271,625,16344,0
45036,673,16087,0
61543,728,29793,0
46109,626,6496,0
126549,678,28161,0
73861,699,28155,1
63004,623,20429,0
73109,660,23186,0
134514,709,77071,0
105426,580,42746,0
29227,722,15122,1
